timestamp,unit_id,gps_lat,gps_lon,lidar_dist,battery_soc,torque_fl,torque_fr,torque_rl,torque_rr,ambient_temp,fault_label
2026-06-22 01:07:00,ROVER_13,37.392431,-121.959405,2.567,67.81,15.771,15.509,13.592,14.953,20.17,0
2026-06-22 01:08:00,ROVER_10,37.39438,-121.983231,1.12,25.12,12.049,10.22,13.691,8.981,32.1,1
2026-06-22 01:09:00,ROVER_08,37.380936,-121.97518,2.764,68.72,7.501,10.402,8.471,8.409,16.06,0
2026-06-22 01:10:00,ROVER_16,37.392569,-121.973139,2.845,81.16,16.387,17.348,16.611,15.512,24.27,0
2026-06-22 01:11:00,ROVER_05,37.403049,-121.964098,4.113,66.02,9.387,7.954,10.997,5.377,21.4,0
2026-06-22 01:12:00,ROVER_16,37.38938,-121.973943,3.471,87.26,16.638,19.075,17.507,20.839,28.11,0
2026-06-22 01:13:00,ROVER_15,37.391732,-121.964701,3.128,81.06,13.141,11.635,13.126,10.721,27.97,0
2026-06-22 01:14:00,ROVER_06,37.405292,-121.962368,2.594,59.87,10.989,10.309,11.701,11.417,24.69,0
2026-06-22 01:15:00,ROVER_10,37.384924,-121.977268,3.264,55.1,5.23,5.338,6.871,6.913,21.25,0
2026-06-22 01:16:00,ROVER_16,37.395181,-121.965913,3.519,60.05,9.502,10.528,8.483,12.8,24.51,0
2026-06-22 01:17:00,ROVER_02,37.401496,-121.980806,1.501,84.11,9.279,10.687,9.35,10.768,27.53,0
2026-06-22 01:18:00,ROVER_05,37.372527,-121.987597,2.453,60.18,7.038,6.248,5.673,5.625,31.96,0
2026-06-22 01:19:00,ROVER_05,37.392151,-121.991915,3.705,56.22,10.637,12.837,7.893,10.975,23.15,0
2026-06-22 01:20:00,ROVER_04,37.383621,-121.971218,2.428,68.28,5.982,5.675,9.736,7.382,23.23,0
2026-06-22 01:21:00,ROVER_09,37.376775,-121.974509,1.943,57.56,3.778,5.86,4.928,5.226,25.12,0
2026-06-22 01:22:00,ROVER_18,37.381039,-121.959891,2.091,55.22,5.974,5.013,4.852,5.851,24.39,0
2026-06-22 01:23:00,ROVER_04,37.404617,-121.960019,3.662,78.86,5.459,9.105,7.11,7.588,21.11,0
2026-06-22 01:24:00,ROVER_04,37.394442,-121.983961,2.758,79.27,8.254,8.195,9.605,6.485,34.69,0
2026-06-22 01:25:00,ROVER_12,37.39496,-121.969016,2.613,100,10.004,11.097,12.674,11.067,23.71,0
2026-06-22 01:26:00,ROVER_05,37.389061,-121.978595,2.108,77.17,3.877,5.571,7.869,5.781,17.47,0
2026-06-22 01:27:00,ROVER_05,37.399928,-121.972976,2.632,70.17,10.472,9.403,13.121,10.839,23.53,0
2026-06-22 01:28:00,ROVER_05,37.386864,-121.984204,2.09,67.54,8.858,12.006,11.754,11.051,23.5,0
2026-06-22 01:29:00,ROVER_17,37.382923,-121.958389,3.564,100,10.52,13.659,13.301,8.801,27.72,0
2026-06-22 01:30:00,ROVER_05,37.394847,-121.968783,2.251,55.32,9.905,3.967,5.272,5.046,22.59,0
2026-06-22 01:31:00,ROVER_18,37.386232,-121.978842,3.173,57.69,9.65,7.672,8.589,6.264,27.28,0
2026-06-22 01:32:00,ROVER_05,37.383116,-121.982458,3.183,73.32,6.519,4.939,6.059,8.985,28.61,0
2026-06-22 01:33:00,ROVER_04,37.370272,-121.961189,2.697,82.67,10.596,10.538,12.104,12.262,27.61,0
2026-06-22 01:34:00,ROVER_16,37.388271,-121.967276,2.368,76.1,8.356,11.329,7.598,13.046,22.53,0
2026-06-22 01:35:00,ROVER_18,37.410193,-121.968222,2.446,73.67,14.095,11.483,13.253,15.005,24.39,0
2026-06-22 01:36:00,ROVER_13,37.40239,-121.96504,2.938,74.48,6.861,6.298,7.391,6.637,28.1,0
2026-06-22 01:37:00,ROVER_20,37.39033,-121.970327,3.927,79.43,7.839,7.992,7.429,7.781,25.42,0
2026-06-22 01:38:00,ROVER_04,37.38477,-121.967993,2.034,59.23,7.243,8.258,11.715,8.415,25.14,0
2026-06-22 01:39:00,ROVER_05,37.388235,-121.980234,3.642,80.83,8.902,7.507,8.349,6.492,21.32,0
2026-06-22 01:40:00,ROVER_13,37.389399,-121.974245,3.212,100,11.047,10.432,11.495,11.899,25.22,0
2026-06-22 01:41:00,ROVER_11,37.398949,-121.950582,5.259,20.22,15.071,15.107,14.835,13.353,25.18,1
2026-06-22 01:42:00,ROVER_11,37.390588,-121.954898,3.523,86.85,7.878,8.295,6.69,10.153,22.13,0
2026-06-22 01:43:00,ROVER_04,37.391515,-121.966725,2.189,47.72,8.176,9.202,7.219,9.023,15.56,0
2026-06-22 01:44:00,ROVER_19,37.369219,-121.994963,4.907,50.28,10.174,6.617,9.107,9.272,17.59,0
2026-06-22 01:45:00,ROVER_03,37.383437,-121.961814,3.528,94.53,16.702,16.585,13.677,13.642,23.75,0
2026-06-22 01:46:00,ROVER_02,37.370182,-121.966341,2.425,60.36,8.435,8.953,8.57,9.413,21.28,0
2026-06-22 01:47:00,ROVER_17,37.385784,-121.974245,0.631,55.89,5.621,3.73,8.463,3.964,29.61,0
2026-06-22 01:48:00,ROVER_02,37.391022,-121.986001,3.143,74.12,7.829,8.573,6.77,11.469,18.36,0
2026-06-22 01:49:00,ROVER_19,37.375983,-121.991093,4.086,59.9,8.502,9.012,8.563,7.165,21.4,0
2026-06-22 01:50:00,ROVER_05,37.378459,-121.988475,1.786,66.39,5.379,4.476,6.394,5.121,26.4,0
2026-06-22 01:51:00,ROVER_16,37.403958,-121.928851,3.554,75.06,9.113,8.466,10.24,8.669,22.78,0
2026-06-22 01:52:00,ROVER_20,37.39411,-121.964868,4.286,82.83,8.016,11.536,12.11,8.813,27.99,0
2026-06-22 01:53:00,ROVER_15,37.374666,-121.982699,2.429,70.31,14.415,11.225,7.358,11.308,31.07,0
2026-06-22 01:54:00,ROVER_15,37.379599,-121.97006,3.662,54.46,14.823,15.663,14.628,15.404,31.16,0
2026-06-22 01:55:00,ROVER_18,37.401941,-121.978325,2.959,60.3,11.979,9.823,12.096,11.854,22.09,0
2026-06-22 01:56:00,ROVER_15,37.404785,-121.987311,3.41,55.03,8.973,8.85,8.443,7.631,26.07,0
2026-06-22 01:57:00,ROVER_11,37.388899,-121.977258,4.465,61.52,8.682,9.004,7.882,10.064,24.07,0
2026-06-22 01:58:00,ROVER_05,37.372133,-121.976866,2.933,60.83,10.631,10.893,9.86,9.849,18.68,0
2026-06-22 01:59:00,ROVER_16,37.386006,-121.97304,4.356,29.11,23.186,21.104,21.204,20.02,27.7,1
2026-06-22 02:00:00,ROVER_12,37.398632,-121.966959,4.225,2.24,11.874,10.278,12.77,13.511,23.55,1
2026-06-22 02:01:00,ROVER_03,37.378383,-121.958549,2.021,23.72,16.156,19.311,18.017,17.86,21.14,1
2026-06-22 02:02:00,ROVER_15,37.398829,-121.973372,3.392,71.33,4.961,9.456,8.709,9.275,13.93,0
2026-06-22 02:03:00,ROVER_10,37.35757,-121.974902,2.837,56.95,9.064,8.413,12.086,10.936,20.65,0
2026-06-22 02:04:00,ROVER_12,37.378175,-121.9681,3.74,33.1,9.794,8.465,7.635,9.322,20.23,0
2026-06-22 02:05:00,ROVER_14,37.399446,-121.965537,2.243,44.62,17.492,16.258,15.852,15.676,20.83,1
2026-06-22 02:06:00,ROVER_12,37.372271,-121.966746,2.417,85.61,6.92,6.201,5.57,5.34,19.51,0
2026-06-22 02:07:00,ROVER_06,37.392808,-121.973623,2.127,47.6,11.214,11.348,9.683,9.654,28.34,0
2026-06-22 02:08:00,ROVER_15,37.396652,-121.975049,1.959,69.61,6.751,6.358,6.111,8.88,29.33,0
2026-06-22 02:09:00,ROVER_13,37.391785,-121.974588,1.767,71.66,12.924,9.034,5.799,11.161,26.57,0
2026-06-22 02:10:00,ROVER_06,37.396227,-121.978452,6.086,53.47,19.888,20.658,21.424,17.924,21.24,1
2026-06-22 02:11:00,ROVER_06,37.390733,-121.983477,3.37,75.27,15.44,15.289,13.723,11.57,30.62,0
2026-06-22 02:12:00,ROVER_20,37.390255,-121.974452,3.759,48.88,7.148,5.289,7.999,7.866,27.09,0
2026-06-22 02:13:00,ROVER_15,37.383592,-121.980319,2.084,53.04,14.84,17.133,15.236,16.001,23.1,1
2026-06-22 02:14:00,ROVER_05,37.385517,-121.966396,2.772,77.83,12.845,13.304,14.027,14.676,35.81,0
2026-06-22 02:15:00,ROVER_10,37.384167,-121.974917,2.171,55.3,7.946,6.099,6.114,6.611,33.67,0
2026-06-22 02:16:00,ROVER_01,37.408756,-121.960101,2.945,39.24,21.801,19.632,19.654,21.35,19.97,1
2026-06-22 02:17:00,ROVER_10,37.369531,-121.970067,2.383,62.99,11.179,9.342,11.585,11.529,30.55,0
2026-06-22 02:18:00,ROVER_11,37.385532,-121.99176,2.935,75.85,8.753,6.646,8.878,7.229,27.75,0
2026-06-22 02:19:00,ROVER_10,37.406317,-121.978723,7.023,11.21,25.405,29.181,26.019,27.315,26.74,1
2026-06-22 02:20:00,ROVER_15,37.37891,-121.971933,3.28,100,2.046,2.484,3.546,3.845,25.82,0
2026-06-22 02:21:00,ROVER_16,37.387215,-121.970751,3.268,74.28,11.166,9.365,10.001,11.568,26.03,0
2026-06-22 02:22:00,ROVER_10,37.398104,-121.966719,2.355,69.1,14.365,17.513,17.289,12.422,29.5,0
2026-06-22 02:23:00,ROVER_12,37.387708,-121.97866,2.946,50.37,11.792,10.716,13.037,9.59,25.82,0
2026-06-22 02:24:00,ROVER_11,37.395456,-121.975661,3.69,51.76,10.531,10.424,12.131,10.287,24.41,0
2026-06-22 02:25:00,ROVER_01,37.377367,-121.960983,2.867,87.7,9.088,11.264,11.074,7.527,26.08,0
2026-06-22 02:26:00,ROVER_19,37.373377,-121.979493,2.755,60.06,5.614,7.585,6.413,6.965,22.85,0
2026-06-22 02:27:00,ROVER_04,37.391421,-121.961952,3.403,54.49,12.709,9.716,9.92,12.413,17.43,0
2026-06-22 02:28:00,ROVER_17,37.389848,-121.96345,2.168,58.4,10.13,10.448,8.558,7.707,30.82,0
2026-06-22 02:29:00,ROVER_09,37.382467,-121.976168,4.022,68.42,15.247,10.902,12.451,11.889,31.53,0
2026-06-22 02:30:00,ROVER_12,37.365819,-121.980661,2.351,65.81,5.801,7.829,5.722,5.184,31.12,0
2026-06-22 02:31:00,ROVER_02,37.383793,-121.956615,3.711,58.77,11.573,10.415,11.643,11.975,20.85,0
2026-06-22 02:32:00,ROVER_20,37.387077,-121.979384,3.545,98.92,11.412,11.418,11.123,8.099,25.3,0
2026-06-22 02:33:00,ROVER_18,37.393307,-121.972811,1.648,50.28,6.031,5.746,4.467,5.585,25.7,0
2026-06-22 02:34:00,ROVER_19,37.389326,-121.955719,2.822,70.44,12.01,14.578,9.768,15.528,26.15,0
2026-06-22 02:35:00,ROVER_06,37.411085,-121.981924,2.266,95.44,13.993,17.225,16.553,12.909,38.68,0
2026-06-22 02:36:00,ROVER_16,37.391621,-121.975441,2.983,56.03,9.718,10.714,8.818,10.921,23.17,0
2026-06-22 02:37:00,ROVER_10,37.372175,-121.978952,4.406,81.33,12.791,13.848,14.423,14.018,21.21,0
2026-06-22 02:38:00,ROVER_11,37.388577,-121.972459,3.581,55.85,11.048,8.014,8.745,9.611,28.71,0
2026-06-22 02:39:00,ROVER_04,37.381739,-121.970727,1.332,54.72,12.25,13.132,11.925,15.254,22.26,0
2026-06-22 02:40:00,ROVER_05,37.376586,-121.970494,2.946,82.47,4.866,8.154,5.333,9.191,16.47,0
2026-06-22 02:41:00,ROVER_20,37.390388,-121.974957,3.41,45.9,14.321,15.159,14.125,11.455,23.78,0
2026-06-22 02:42:00,ROVER_11,37.394091,-121.980554,1.849,57.89,3.819,3.115,3.764,4.643,27.82,0
2026-06-22 02:43:00,ROVER_18,37.369868,-121.967753,2.208,65.48,9.744,11.611,11.798,11.709,25.5,0
2026-06-22 02:44:00,ROVER_03,37.39876,-121.972983,3.49,65.82,14.449,12.332,9.002,10.606,31.47,0
2026-06-22 02:45:00,ROVER_13,37.376742,-121.961329,2.153,58.17,7.28,9.229,10.097,6.04,22.55,0
2026-06-22 02:46:00,ROVER_01,37.388576,-121.999689,3.294,44.74,8.069,7.609,9.05,7.941,26.67,0
2026-06-22 02:47:00,ROVER_04,37.401893,-121.969046,1.759,41.59,10.992,13.543,12.533,9.593,26.47,0
2026-06-22 02:48:00,ROVER_08,37.386897,-121.982127,3.557,69.03,10.284,9.431,10.64,11.647,16.57,0
2026-06-22 02:49:00,ROVER_20,37.390107,-121.990286,4.63,70.52,13.463,12.596,14.248,11.745,21.67,0
2026-06-22 02:50:00,ROVER_06,37.380082,-121.979511,3.059,27.84,13.374,14.471,12.896,13.44,25.43,0
2026-06-22 02:51:00,ROVER_18,37.368312,-121.968778,4.191,60.63,9.159,8.652,10.784,11.532,23.05,0
2026-06-22 02:52:00,ROVER_07,37.385539,-121.968446,3.239,54.27,3.872,5.883,4.963,4.162,23.13,0
2026-06-22 02:53:00,ROVER_19,37.385444,-121.984627,5.021,13.99,13.767,14.016,10.843,11.232,23.41,1
2026-06-22 02:54:00,ROVER_16,37.400748,-121.979898,2.23,63.68,11.495,9.83,11.822,9.411,20.55,0
2026-06-22 02:55:00,ROVER_16,37.369889,-121.96818,1.666,63.62,10.051,8.96,9.56,10.757,17.8,0
2026-06-22 02:56:00,ROVER_18,37.399566,-121.977243,5.069,32.0,16.464,16.061,13.651,13.893,17.73,1
2026-06-22 02:57:00,ROVER_16,37.401511,-121.974993,3.029,58.91,9.632,10.187,8.803,12.135,20.88,0
2026-06-22 02:58:00,ROVER_02,37.368602,-121.974865,3.665,92.72,10.375,11.699,11.934,11.105,25.19,0
2026-06-22 02:59:00,ROVER_15,37.377804,-121.962082,2.04,57.63,6.732,8.447,6.628,8.385,24.46,0
2026-06-22 03:00:00,ROVER_10,37.40571,-121.970031,1.713,55.52,10.821,11.905,11.689,11.858,29.71,0
2026-06-22 03:01:00,ROVER_09,37.38863,-121.975897,2.776,84.09,12.514,9.328,12.875,14.257,31.51,0
2026-06-22 03:02:00,ROVER_02,37.395628,-121.966587,2.912,63.18,11.891,10.236,11.838,12.252,17.69,0
2026-06-22 03:03:00,ROVER_04,37.405204,-121.98577,4.708,72.09,6.81,8.173,12.0,8.136,20.28,0
2026-06-22 03:04:00,ROVER_02,37.395871,-121.954396,3.054,78.17,15.62,14.917,10.319,12.842,30.14,0
2026-06-22 03:05:00,ROVER_13,37.38198,-121.983184,3.875,49.66,8.935,13.341,12.329,10.769,25.87,0
2026-06-22 03:06:00,ROVER_03,37.378273,-121.95758,2.775,82.48,9.745,9.422,14.756,8.704,24.28,0
2026-06-22 03:07:00,ROVER_14,37.392717,-121.959789,3.941,49.18,10.448,10.426,9.893,7.451,29.99,0
2026-06-22 03:08:00,ROVER_13,37.385569,-121.967664,3.022,80.87,9.401,9.135,9.199,6.674,26.01,0
2026-06-22 03:09:00,ROVER_01,37.398249,-121.965214,2.198,46.45,10.131,8.076,11.654,10.007,17.68,0
2026-06-22 03:10:00,ROVER_08,37.382016,-121.974663,3.298,62.0,10.555,10.373,9.516,7.377,26.74,0
2026-06-22 03:11:00,ROVER_09,37.402505,-121.977485,4.573,21.39,15.087,16.379,14.939,15.673,19.9,1
2026-06-22 03:12:00,ROVER_15,37.378168,-121.95616,1.328,93.77,12.726,12.68,11.404,10.209,35.89,0
2026-06-22 03:13:00,ROVER_10,37.386157,-121.986093,2.719,93.65,9.964,9.203,7.49,9.795,22.62,0
2026-06-22 03:14:00,ROVER_06,37.382242,-121.983493,2.741,83.97,7.61,8.575,11.394,10.289,15.91,0
2026-06-22 03:15:00,ROVER_16,37.392948,-121.965483,3.463,67.85,8.093,5.493,8.052,5.803,20.95,0
2026-06-22 03:16:00,ROVER_14,37.370474,-121.97679,4.313,47.75,5.345,8.047,7.144,5.066,20.08,0
2026-06-22 03:17:00,ROVER_02,37.374228,-121.977568,1.336,44.35,9.707,7.913,7.797,7.81,32.16,0
2026-06-22 03:18:00,ROVER_19,37.389252,-121.962479,3.278,45.98,8.575,11.095,9.348,8.422,34.8,0
2026-06-22 03:19:00,ROVER_05,37.38219,-121.964528,2.129,41.11,16.979,16.137,14.804,16.839,24.62,1
2026-06-22 03:20:00,ROVER_01,37.395933,-121.983734,2.57,64.03,12.119,12.637,13.02,8.713,19.37,0
2026-06-22 03:21:00,ROVER_13,37.383096,-121.976675,2.33,59.72,6.41,7.998,10.003,10.551,24.1,0
2026-06-22 03:22:00,ROVER_03,37.371648,-121.980374,2.825,54.07,11.179,9.651,8.954,11.753,23.08,0
2026-06-22 03:23:00,ROVER_13,37.3796,-121.976807,2.085,79.74,9.669,11.222,13.81,12.523,25.36,0
2026-06-22 03:24:00,ROVER_10,37.394673,-121.965518,6.039,45.51,10.433,10.016,12.355,8.278,21.39,1
2026-06-22 03:25:00,ROVER_06,37.376585,-121.975923,3.537,76.29,9.202,8.919,9.212,10.854,30.95,0
2026-06-22 03:26:00,ROVER_17,37.381631,-121.980414,3.065,44.43,8.61,5.845,7.229,8.368,25.27,0
2026-06-22 03:27:00,ROVER_10,37.392935,-121.962372,1.638,66.8,8.375,10.553,10.305,9.238,19.72,0
2026-06-22 03:28:00,ROVER_02,37.388178,-121.98277,3.825,71.1,7.44,9.663,12.673,10.763,24.79,0
2026-06-22 03:29:00,ROVER_03,37.357848,-121.960059,2.419,69.77,9.633,10.091,13.393,10.88,21.77,0
2026-06-22 03:30:00,ROVER_07,37.394532,-121.988672,2.58,51.27,7.985,9.743,8.341,5.184,18.56,0
2026-06-22 03:31:00,ROVER_04,37.398467,-121.959467,3.147,63.54,11.41,9.011,8.488,10.054,27.5,0
2026-06-22 03:32:00,ROVER_13,37.374403,-121.971131,3.822,66.18,6.572,6.424,5.487,4.735,23.6,0
2026-06-22 03:33:00,ROVER_12,37.376394,-121.96875,2.206,41.68,10.217,12.857,10.39,9.81,14.79,0
2026-06-22 03:34:00,ROVER_13,37.389627,-121.961619,3.615,70.82,10.087,9.577,10.375,9.916,24.42,0
2026-06-22 03:35:00,ROVER_02,37.400948,-121.968006,2.876,69.41,11.212,7.11,12.844,7.139,31.23,0
2026-06-22 03:36:00,ROVER_10,37.400075,-121.952464,4.153,64.71,11.439,10.735,9.48,8.974,26.59,0
2026-06-22 03:37:00,ROVER_08,37.383552,-121.970119,3.312,76.59,14.5,11.937,13.355,14.928,24.23,0
2026-06-22 03:38:00,ROVER_14,37.383574,-121.9827,3.343,68.86,9.825,9.63,11.418,8.447,30.16,0
2026-06-22 03:39:00,ROVER_05,37.399201,-121.966636,2.694,61.09,9.602,8.73,5.397,7.558,20.4,0
2026-06-22 03:40:00,ROVER_04,37.390768,-121.968049,2.261,66.25,6.345,5.235,7.363,5.229,30.78,0
2026-06-22 03:41:00,ROVER_10,37.390272,-121.987062,2.042,80.69,10.562,6.359,8.696,8.703,25.61,0
2026-06-22 03:42:00,ROVER_08,37.382611,-121.971843,3.003,47.86,1.125,5.341,1.569,3.869,31.32,0
2026-06-22 03:43:00,ROVER_12,37.3816,-121.973769,3.428,24.38,14.463,14.621,13.67,16.811,18.3,0
2026-06-22 03:44:00,ROVER_10,37.379351,-121.980523,3.631,47.88,14.154,12.331,12.427,12.573,29.56,0
2026-06-22 03:45:00,ROVER_05,37.377804,-121.974256,1.866,49.09,9.031,8.765,7.232,9.829,22.58,0
2026-06-22 03:46:00,ROVER_14,37.397769,-121.962833,5.504,54.72,15.182,16.776,16.028,17.716,24.42,1
